event_id,latitude,longitude,event_date,state,dataset,source_dataset,source_id,landslide_type,physical_factors,reliability,spatial_accuracy,record_type,fatalities,injuries,LINK
549,23.9939,94.0573,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7371,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=21..020815.aug15'
550,24.4072,94.0644,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7389,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=1..020815.aug15'
553,23.9278,94.0906,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7384,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html'
556,24.416,94.0984,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7388,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=1..020815.aug15'
560,24.1988,94.1016,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7369,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=21..020815.aug15'
570,24.1419,94.1078,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7370,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=21..020815.aug15'
578,24.3481,94.1146,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7910,earth slide,ND,9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=30..300815.aug15'
595,23.899,94.1434,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7383,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html'
600,24.4265,94.1913,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7390,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=1..020815.aug15'
604,24.954,94.2156,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7387,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=1..020815.aug15'
620,25.1122,94.3591,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7374,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=22..020815.aug15'
625,25.1941,94.4481,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7375,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=22..020815.aug15'
628,24.9111,94.4759,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7373,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=22..020815.aug15'
417,25.1019,93.3729,2015-08-11,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7666,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=26..120815.aug15'
424,24.7459,93.4251,2015-08-11,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7664,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=26..120815.aug15'
444,24.7016,93.5291,2015-08-11,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7665,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=26..120815.aug15'
616,25.0118,94.3136,2016-07-07,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,8900,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.easternmirrornagaland.com/landslide-hampers-nh-102-traffic-restored/'
593,25.48,94.1383,2016-07-25,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9186,earth slide,rainfall (T),7,1000,report,0,1,Source: 'http://www.e-pao.net/GP.asp?src=Snipp1..260716.jul16'
490,24.79591421,93.72386429,2017-03-30,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,11150,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDExMjEyMg%3D%3D'
606,25.08303063,94.23757741,2017-04-06,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,11152,earth slide,ND,1,0,report,0,0,Source: 'https://dailyworld.in/houses-damaged-in-landslide-in-imphal/'
525,25.14429782,93.97198129,2017-06-05,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,12716,mudslide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jan0118/oth051'
622,25.11956675,94.36416626,2017-06-12,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9704,mudslide,rainfall (T),9,50000,report,0,0,Source: 'http://www.easternmirrornagaland.com/landslide-hits-khaivarentang-homesteads-sunken/'
403,24.32420539,93.15020652,2017-06-26,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9875,earth slide,rainfall (T),9,5000,report,0,0,Source: 'https://www.zoramobserver.com/manipur/landslide-cuts-off-8-manipur-villages-in-pherzawl-district-for-5-days-now/'
408,24.21988831,93.20266204,2017-06-26,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9877,earth slide,rainfall (T),9,10000,report,0,0,Source: 'https://www.zoramobserver.com/manipur/landslide-cuts-off-8-manipur-villages-in-pherzawl-district-for-5-days-now/'
407,24.30415689,93.18182448,2017-06-27,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9876,earth slide,rainfall (T),9,5000,report,0,0,Source: 'https://www.zoramobserver.com/manipur/landslide-cuts-off-8-manipur-villages-in-pherzawl-district-for-5-days-now/'
516,25.06657276,93.9310888,2017-06-30,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9931,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=2..020717.jul17'
602,24.95178179,94.20340026,2017-07-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9948,earth slide,rainfall (T),7,1000,report,0,0,Source: 'https://thenortheasttoday.com/manipur-ukhrul-district-affected-by-landslide-along-imphal-ukhrul-highway-namthilog/'
586,25.4976444,94.12901274,2017-07-04,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9974,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.ifp.co.in/item/1610-landslide-at-mao-gate'
614,25.06466676,94.27420555,2017-07-08,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,11151,earth slide,rainfall (T),9,100000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=4..090717.jul17'
409,24.27173018,93.28039349,2017-07-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,10968,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.hindustantimes.com/india-news/manipur-heavy-rains-trigger-landslides-along-national-highways/story-84kUb5i3oGENZmSEVhJ3eO.html'
440,24.82767572,93.51825,2017-07-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,11149,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.hindustantimes.com/india-news/manipur-heavy-rains-trigger-landslides-along-national-highways/story-84kUb5i3oGENZmSEVhJ3eO.html'
511,24.83507319,93.89896294,2017-07-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,11153,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.hindustantimes.com/india-news/manipur-heavy-rains-trigger-landslides-along-national-highways/story-84kUb5i3oGENZmSEVhJ3eO.html'
485,24.37169581,93.70684171,2017-07-10,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,10967,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.imphaltimes.com/news/item/9009-state-medical-team-rushes-henglep-sub-division-stranded-midway-due-to-landslide'
542,25.20164854,94.04130978,2017-07-14,Manipur,UGLC,Global fatal landslide Catalog,5270,ND,rainfall (T),9,33304,event,2,-99999,Source: 'http://www.thehansindia.com/posts/index/National/2017-07-14/Landslide-kills-1-in-Manipur-injures-4/312363'
537,25.26049558,94.01914123,2017-08-26,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,12715,mudslide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jan0118/oth051'
431,24.938948,93.496837,2017-09-21,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,9701,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=22..230917.sep17'
536,24.981195,94.018619,2017-09-29,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,12712,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://kanglaonline.com/2017/09/imphal-saikul-road-breaks-down/'
469,24.86388954,93.62191829,2018-05-10,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,11332,translational sliding,rainfall (T),9,5000,report,0,0,Source: 'https://thenortheasttoday.com/manipur-vehicles-stranded-as-storm-causes-landslide-along-imphal-jiribam-nh/'
432,24.98793655,93.49870413,2018-06-03,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,11459,earth slide,rainfall (T),7,1000,report,0,2,Source: 'https://www.ifp.co.in/page/items/49621/landslide-destroys-house/'
214,26.10012913,91.85891832,2004-10-08,Meghalaya,UGLC,Global fatal landslide Catalog,186,ND,ND,9,1794,event,3,-99999,Source: 'ND'
112,25.68028352,90.67465464,2004-10-09,Meghalaya,UGLC,Global fatal landslide Catalog,190,ND,rainfall (T),9,26377,event,1,-99999,Source: 'http://www.123bharath.com/news/index.php?action=fullnews&id=27345'
190,25.38408191,91.80099094,2004-10-09,Meghalaya,UGLC,Global fatal landslide Catalog,189,ND,rainfall (T),9,30183,event,1,-99999,Source: 'http://www.123bharath.com/news/index.php?action=fullnews&id=27344'
230,25.38,91.88,2007-07-26,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,141,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.thestatesman.net/page.news.php?clid=10&theme=&usrsess=1&id=164069'
96,25.60191043,90.18028324,2007-07-27,Meghalaya,UGLC,Global fatal landslide Catalog,1110,ND,rainfall (T),9,30414,event,9,-99999,Source: 'http://www.telegraphindia.com/1070728/asp/frontpage/story_8116912.asp'
104,25.5212,90.232,2007-07-27,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,142,rock fall,rainfall (T),9,10000,report,8,0,Source: 'http://telegraphindia.com/1070728/asp/frontpage/story_8116912.asp'
206,25.5576,91.8506,2007-08-26,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,212,complex,rainfall (T),10,-99999,report,0,0,Source: 'http://newspostindia.com/report-12963'
118,25.52,91.27,2007-09-11,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,259,earth slide,rainfall (T),10,-99999,report,0,0,Source: 'http://timesofindia.indiatimes.com/India/Flood-hit_Tripura_Mizoram_remain_cut_off_for_seventh_day/articleshow/2380211.cms'
217,26.09935502,91.86381555,2008-10-05,Meghalaya,UGLC,Global fatal landslide Catalog,1609,ND,"anthropic (T,P)",7,924,event,1,-99999,Source: 'http://www.telegraphindia.com/1081006/jsp/guwahati/story_9933257.jsp#1'
191,25.38408191,91.80099094,2008-10-27,Meghalaya,UGLC,Global fatal landslide Catalog,1624,ND,rainfall (T),9,30183,event,2,-99999,Source: 'http://timesofindia.indiatimes.com/India/Cyclone_Rashmi_claims_four_lives_in_Meghalaya/articleshow/3647882.cms'
119,25.53572746,91.2783037,2008-10-28,Meghalaya,UGLC,Global fatal landslide Catalog,1625,ND,rainfall (T),9,84659,event,3,-99999,Source: 'http://in.reuters.com/article/topNews/idINIndia-36198420081029'
262,25.26040781,92.20130562,2009-10-08,Meghalaya,UGLC,Global fatal landslide Catalog,2068,ND,rainfall (T),9,4169,event,1,-99999,Source: 'http://www.ptinews.com/news/323370_Four-dead--11-missing-as-rain-water-floods-dam-site'
266,25.3612,92.2845,2010-04-21,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,1776,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://hmar.in/news/landslide-blocks-nh-44-for-12-hours'
267,25.3433,92.2897,2010-05-11,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,1857,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.prokerala.com/news/articles/a135422.html'
117,25.4916,91.2698,2010-06-28,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,2026,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.neinews.com/girl-dies-5-injured-in-city-l2-missing-trucks-trapped-in-borsora.html'
192,25.38408191,91.80099094,2010-06-28,Meghalaya,UGLC,Global fatal landslide Catalog,2421,ND,rainfall (T),9,30183,event,1,-99999,Source: 'http://www.hindustantimes.com/Girl-dies-in-landslide-flash-flood-wrecks-havoc-in-Meghalaya/Article1-564450.aspx'
233,25.5728,91.885,2010-06-28,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,2025,earth slide,rainfall (T),9,5000,report,1,0,Source: 'http://www.hindustantimes.com/Girl-dies-in-landslide-flash-flood-wrecks-havoc-in-Meghalaya/Article1-564450.aspx'
106,25.64396423,90.38957904,2011-08-15,Meghalaya,UGLC,Global fatal landslide Catalog,2924,ND,rainfall (T),9,40799,event,5,-99999,Source: 'http://english.samaylive.com/nation-news/676492075/rains-kill-19-more-in-north-east-india.html'
97,25.60191043,90.18028324,2011-08-16,Meghalaya,UGLC,Global fatal landslide Catalog,2925,ND,rainfall (T),9,30414,event,2,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=aug1711/oth07'
102,25.5144,90.2167,2011-08-16,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,3927,earth slide,rainfall (T),10,-99999,report,6,0,Source: 'http://theshillongtimes.com/2011/08/17/landslides-claim-six/'
107,25.64396423,90.38957904,2011-08-16,Meghalaya,UGLC,Global fatal landslide Catalog,2927,ND,rainfall (T),9,40799,event,1,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=aug1711/oth07'
93,25.58141942,90.02361125,2011-08-17,Meghalaya,UGLC,Global fatal landslide Catalog,2933,ND,rainfall (T),9,1334,event,1,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=aug1811/oth05'
120,25.53572746,91.2783037,2011-09-23,Meghalaya,UGLC,Global fatal landslide Catalog,3005,ND,rainfall (T),9,84659,event,4,-99999,Source: 'http://news.outlookindia.com/item.aspx?735959'
261,25.5498,92.0757,2012-06-13,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,4408,earth slide,rainfall (T),10,-99999,report,0,0,Source: 'http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html'
271,25.0951,92.3567,2012-06-13,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,4407,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html'
220,26.05016048,91.86908128,2012-07-26,Meghalaya,UGLC,Global fatal landslide Catalog,3310,ND,rainfall (T),7,708,event,3,-99999,Source: 'http://www.punjabnewsline.com/content/2-killed-landslide-road-traffic-affected/53090'
145,25.48467876,91.71704473,2014-08-15,Meghalaya,UGLC,Global fatal landslide Catalog,4114,ND,rainfall (T),7,585,event,2,-99999,Source: 'http://indiatoday.intoday.in/story/meghalaya-landslide-two-killed-three-injured-100-homeless/1/377308.html'
98,25.60191043,90.18028324,2014-09-20,Meghalaya,UGLC,Global fatal landslide Catalog,4168,ND,rainfall (T),9,30414,event,6,-99999,Source: 'http://indianexpress.com/article/india/india-others/12-killed-in-landslides-floods-in-meghalaya/'
108,25.88308605,90.55385859,2014-09-20,Meghalaya,UGLC,Global fatal landslide Catalog,4169,ND,rainfall (T),9,13948,event,5,-99999,Source: 'http://indianexpress.com/article/india/india-others/12-killed-in-landslides-floods-in-meghalaya/'
105,25.7354,90.3852,2014-09-21,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6291,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://indianexpress.com/article/india/india-others/pregnant-woman-among-nine-killed-in-shillong-landslide/'
92,25.7238,89.9032,2014-09-23,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6292,earth slide,rainfall (T),9,5000,report,1,0,Source: 'http://www.deccanherald.com/content/432481/landslide-guwahati-shillong-highway.html'
193,25.38408191,91.80099094,2014-09-23,Meghalaya,UGLC,Global fatal landslide Catalog,4171,ND,rainfall (T),9,30183,event,9,-99999,Source: 'http://indianexpress.com/article/india/india-others/pregnant-woman-among-nine-killed-in-shillong-landslide/'
219,25.5772,91.8666,2014-09-23,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6290,earth slide,rainfall (T),9,5000,report,8,1,Source: 'http://zeenews.india.com/news/north-east/eight-die-of-landslide-in-east-khasi-hills_1474744.html'
111,25.8143,90.5763,2014-09-24,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6213,earth slide,rainfall (T),10,-99999,report,0,0,Source: 'http://www.newindianexpress.com/nation/Fifty-Nine-Killed-in-Flash-Flood-and-Landslide-in-Meghalaya/2014/10/07/article2466329.ece'
213,25.9702,91.8587,2014-10-05,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6214,earth slide,rainfall (T),9,5000,report,1,0,Source: 'http://www.telegraphindia.com/1141007/jsp/frontpage/story_18900562.jsp#.VDVSk_ldV8E'
234,25.87518013,91.88741291,2014-10-06,Meghalaya,UGLC,Global fatal landslide Catalog,4180,ND,ND,9,27554,event,1,-99999,Source: 'http://zeenews.india.com/news/north-east/landslide-in-meghalaya-district-one-person-killed_1480656.html'
95,25.5006,90.0896,2014-10-20,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6293,earth slide,rainfall (T),9,50000,report,6,0,Source: 'http://timesofindia.indiatimes.com/city/guwahati/Landslide-deluge-kill-7-in-Meghalayas-Garo-Hills/articleshow/43174646.cms'
194,25.38408191,91.80099094,2015-06-09,Meghalaya,UGLC,Global fatal landslide Catalog,4350,ND,rainfall (T),9,30183,event,3,-99999,Source: 'http://www.theshillongtimes.com/2015/06/14/two-landslides-claim-7-lives-in-state/'
263,25.463,92.2121,2015-06-13,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6968,earth slide,rainfall (T),9,5000,report,4,2,Source: 'http://www.newkerala.com/news/2015/fullnews-73439.html'
276,25.36854569,92.37962345,2015-06-13,Meghalaya,UGLC,Global fatal landslide Catalog,4358,ND,rainfall (T),9,34889,event,4,-99999,Source: 'http://www.theshillongtimes.com/2015/06/14/two-landslides-claim-7-lives-in-state/'
101,25.5114,90.215,2015-06-16,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6969,earth slide,rainfall (T),7,1000,report,4,0,Source: 'http://www.theshillongtimes.com/2015/06/17/entire-family-among-5-dead-in-tura-landslides/'
103,25.5084,90.2191,2015-06-16,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,6970,rock fall,rainfall (T),7,1000,report,1,0,Source: 'http://www.theshillongtimes.com/2015/06/17/entire-family-among-5-dead-in-tura-landslides/'
113,25.68028352,90.67465464,2015-06-16,Meghalaya,UGLC,Global fatal landslide Catalog,4365,ND,rainfall (T),9,26377,event,3,-99999,Source: 'http://www.ndtv.com/india-news/five-people-killed-in-maghalaya-landslides-772089'
99,25.60191043,90.18028324,2015-06-17,Meghalaya,UGLC,Global fatal landslide Catalog,4366,ND,rainfall (T),9,30414,event,4,-99999,Source: 'http://www.ndtv.com/india-news/five-people-killed-in-maghalaya-landslides-772087'
121,25.53693417,91.27888218,2015-06-17,Meghalaya,UGLC,Global fatal landslide Catalog,4367,ND,rainfall (T),9,84491,event,1,-99999,Source: 'http://www.ndtv.com/india-news/five-people-killed-in-maghalaya-landslides-772088'
100,25.5145,90.2023,2015-08-18,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,7335,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.theshillongtimes.com/2015/08/20/child-washed-away-in-tura/'
109,25.2193,90.5549,2015-08-19,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,7336,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.theshillongtimes.com/2015/08/20/child-washed-away-in-tura/'
273,25.0728,92.3636,2015-08-19,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,7706,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtimes.org/node/14622'
277,25.1416,92.3807,2015-08-19,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,7590,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439'
279,25.2568,92.3825,2015-08-19,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,7589,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439'
221,26.048,91.8695,2015-09-05,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,7956,earth slide,ND,7,1000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep0615/city053'
212,25.9703,91.8584,2015-09-06,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,8012,earth slide,ND,7,1000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep0815/oth058'
195,25.38408191,91.80099094,2015-09-23,Meghalaya,UGLC,Global fatal landslide Catalog,4503,ND,rainfall (T),9,30183,event,2,-99999,Source: 'http://www.theshillongtimes.com/2015/09/24/2-women-buried-alive-under-debris/'
235,25.583,91.893,2015-09-23,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,8366,earth slide,rainfall (T),9,5000,report,2,1,Source: 'http://www.northeasttoday.in/two-women-buried-alive-in-shillong-landslide/'
110,25.203,90.5573,2016-07-19,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,9124,translational sliding,rainfall (T),9,5000,report,0,0,Source: 'http://www.business-standard.com/article/news-ani/over-hundred-homes-displaced-due-to-landslide-in-meghalaya-116072100406_1.html'
226,26.09748244,91.8744337,2016-07-19,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,9051,earth slide,ND,9,25000,report,0,1,Source: 'http://www.nelive.in/assam/news/woman-injured-landslide'
256,25.51826286,91.9630294,2017-02-15,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,10989,earth slide,"anthropic (T,P)",7,1000,report,2,0,Source: 'http://www.theshillongtimes.com/2017/02/16/2-die-in-quarry-landslide/'
257,25.51301397,91.97074884,2017-02-15,Meghalaya,UGLC,Global fatal landslide Catalog,5079,ND,"anthropic (T,P)",9,2786,event,2,-99999,Source: 'http://www.theshillongtimes.com/2017/02/16/2-die-in-quarry-landslide/'
232,25.907233,91.881892,2017-05-26,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,9789,earth slide,rainfall (T),1,0,report,0,3,Source: 'http://www.theshillongtimes.com/2017/05/27/two-students-among-injured-in-nongpoh-landslide/'
170,25.19235702,91.76761733,2017-06-17,Meghalaya,UGLC,Global fatal landslide Catalog,5228,ND,rainfall (T),9,1506,event,6,-99999,Source: 'https://thenortheasttoday.com/meghalaya-landslide-update-rescue-ops-temporarily-suspended-due-to-heavy-rains/'
187,25.43807422,91.79904872,2017-06-17,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,10985,earth slide,rainfall (T),7,1000,report,1,2,Source: 'http://www.arunachaltimes.in/six-killed-in-meghalaya-landslides/'
196,25.38408191,91.80099094,2017-06-17,Meghalaya,UGLC,Global fatal landslide Catalog,5229,ND,rainfall (T),9,30183,event,1,-99999,Source: 'https://thenortheasttoday.com/meghalaya-sohra-landslide-kills-2-yr-old-traffic-comes-to-a-standstill-for-hours/'
242,25.67836832,91.9234343,2017-06-17,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,10987,earth slide,rainfall (T),9,5000,report,3,0,Source: 'http://www.arunachaltimes.in/six-killed-in-meghalaya-landslides/'
227,25.82860033,91.876717,2017-07-06,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,10986,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.theshillongtimes.com/2017/07/07/landslide-blocks-nh-6-hundreds-stranded/'
222,25.82601444,91.87113067,2017-07-09,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,10988,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.theshillongtimes.com/2017/07/10/landslide-in-ri-bhoi-blocks-nh-6/'
282,25.03190213,92.42257695,2018-04-28,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,12719,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.theshillongtimes.com/2018/04/28/landslide-at-malidor-disrupts-traffic-movement/'
237,25.56728469,91.90642696,2019-07-09,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,13723,earth slide,rainfall (T),9,5000,report,0,0,Source: 'https://www.sentinelassam.com/news/rains-cause-landslips-in-east-khasi-hills-district-shillong/'
259,25.53663703,91.98082795,2019-07-09,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,13725,earth slide,rainfall (T),9,10000,report,0,0,Source: 'https://www.sentinelassam.com/news/rains-cause-landslips-in-east-khasi-hills-district-shillong/'
260,25.58822736,92.02269564,2019-07-09,Meghalaya,UGLC,Cooperative Open Online Landslide Repository - NASA,13724,earth slide,rainfall (T),9,5000,report,0,0,Source: 'https://www.sentinelassam.com/news/rains-cause-landslips-in-east-khasi-hills-district-shillong/'
341,22.148327,92.80921064,1956-01-01,Mizoram,UGLC,Cooperative Open Online Landslide Repository - NASA,11956,earth slide,ND,2,0,report,0,0,Source: 'https://servir.adpc.net/'
415,23.40991836,93.36421745,1956-01-01,Mizoram,UGLC,Cooperative Open Online Landslide Repository - NASA,11604,earth slide,ND,2,0,report,0,0,Source: 'https://servir.adpc.net/'
349,23.30680933,92.83619313,2004-07-29,Mizoram,UGLC,Global fatal landslide Catalog,123,ND,rainfall (T),9,82247,event,7,-99999,"Source: 'http://www.hindustantimes.com/news/181_915665,000900030003.htm'"
365,23.83655634,92.88807365,2005-08-01,Mizoram,UGLC,Global fatal landslide Catalog,425,ND,rainfall (T),9,33154,event,1,-99999,Source: 'http://www.newkerala.com/news.php?action=fullnews&id=10909'
369,22.533,92.899,2007-07-30,Mizoram,UGLC,Cooperative Open Online Landslide Repository - NASA,147,earth slide,rainfall (T),9,25000,report,0,0,Source: 'https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2987'
375,22.479,92.967,2007-07-30,Mizoram,UGLC,Cooperative Open Online Landslide Repository - NASA,148,earth slide,rainfall (T),9,25000,report,0,0,Source: 'https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2987'
305,24.1293,92.6921,2007-09-29,Mizoram,UGLC,Cooperative Open Online Landslide Repository - NASA,285,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.newkerala.com/oct.php?action=fullnews&id=7498'
